DistrictName,MedianIncome
MADRID-WADDINGTON CENTRAL SCHOOL DISTRICT,60148.88888888889
MAHOPAC CENTRAL SCHOOL DISTRICT,110562.0
MAINE-ENDWELL CENTRAL SCHOOL DISTRICT,55963.166666666664
MALONE CENTRAL SCHOOL DISTRICT,58174.625
MALVERNE UNION FREE SCHOOL DISTRICT,124833.75
MAMARONECK UNION FREE SCHOOL DISTRICT,144161.5
MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DISTRICT,63765.333333333336
MANHASSET UNION FREE SCHOOL DISTRICT,146793.25
MARATHON CENTRAL SCHOOL DISTRICT,59716.666666666664
MARCELLUS CENTRAL SCHOOL DISTRICT,76931.42857142857
MARGARETVILLE CENTRAL SCHOOL DISTRICT,58460.818181818184
MARION CENTRAL SCHOOL DISTRICT,68890.66666666667
MARLBORO CENTRAL SCHOOL DISTRICT,77276.4
MASSAPEQUA UNION FREE SCHOOL DISTRICT,133976.5
MASSENA CENTRAL SCHOOL DISTRICT,51442.0
MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT,97980.4
MAYFIELD CENTRAL SCHOOL DISTRICT,58933.333333333336
MCGRAW CENTRAL SCHOOL DISTRICT,59645.75
MECHANICVILLE CITY SCHOOL DISTRICT,75677.8
MEDINA CENTRAL SCHOOL DISTRICT,57023.6
MENANDS UNION FREE SCHOOL DISTRICT,87980.5
MERRICK UNION FREE SCHOOL DISTRICT,127506.0
MEXICO CENTRAL SCHOOL DISTRICT,62851.0
MIDDLE COUNTRY CENTRAL SCHOOL DISTRICT,109711.88888888889
MIDDLEBURGH CENTRAL SCHOOL DISTRICT,64995.583333333336
MIDDLETOWN CITY SCHOOL DISTRICT,86565.0
MILFORD CENTRAL SCHOOL DISTRICT,63726.28571428572
MILLBROOK CENTRAL SCHOOL DISTRICT,83433.0
MILLER PLACE UNION FREE SCHOOL DISTRICT,119062.33333333333
MINEOLA UNION FREE SCHOOL DISTRICT,131102.6
MINERVA CENTRAL SCHOOL DISTRICT,54737.5
MINISINK VALLEY CENTRAL SCHOOL DISTRICT,82132.6
MONROE-WOODBURY CENTRAL SCHOOL DISTRICT,106537.33333333333
MONTAUK UNION FREE SCHOOL DISTRICT,102266.0
MONTICELLO CENTRAL SCHOOL DISTRICT,67153.53333333334
MORAVIA CENTRAL SCHOOL DISTRICT,65803.16666666667
MORIAH CENTRAL SCHOOL DISTRICT,44562.42857142857
MORRIS CENTRAL SCHOOL DISTRICT,62279.2
MORRISTOWN CENTRAL SCHOOL DISTRICT,52118.4
MORRISVILLE-EATON CENTRAL SCHOOL DISTRICT,63390.0
MOUNT MARKHAM CENTRAL SCHOOL DISTRICT,60102.27272727273
MOUNT MORRIS CENTRAL SCHOOL DISTRICT,53584.0
MOUNT PLEASANT CENTRAL SCHOOL DISTRICT,142941.5
MOUNT SINAI UNION FREE SCHOOL DISTRICT,108147.5
MOUNT VERNON SCHOOL DISTRICT,94910.0
NANUET UNION FREE SCHOOL DISTRICT,107895.25
NAPLES CENTRAL SCHOOL DISTRICT,58002.857142857145
NEW HARTFORD CENTRAL SCHOOL DISTRICT,62441.125
NEW HYDE PARK-GARDEN CITY PARK UNION FREE SCHOOL DISTRICT,128858.0
NEW LEBANON CENTRAL SCHOOL DISTRICT,87238.22222222222
NEW PALTZ CENTRAL SCHOOL DISTRICT,69680.625
NEW ROCHELLE CITY SCHOOL DISTRICT,147819.14285714287
NEW SUFFOLK COMMON SCHOOL DISTRICT,108972.0
NEW YORK MILLS UNION FREE SCHOOL DISTRICT,57817.2
NEWARK CENTRAL SCHOOL DISTRICT,55895.25
NEWARK VALLEY CENTRAL SCHOOL DISTRICT,61204.42857142857
NEWBURGH CITY SCHOOL DISTRICT,77814.0
NEWCOMB CENTRAL SCHOOL DISTRICT,44688.0
NEWFANE CENTRAL SCHOOL DISTRICT,60037.5
NEWFIELD CENTRAL SCHOOL DISTRICT,59421.666666666664
NIAGARA FALLS CITY SCHOOL DISTRICT,40596.25
NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT,62356.5
NISKAYUNA CENTRAL SCHOOL DISTRICT,85111.42857142857
NORTH BABYLON UNION FREE SCHOOL DISTRICT,109923.6
NORTH BELLMORE UNION FREE SCHOOL DISTRICT,146297.33333333334
NORTH COLLINS CENTRAL SCHOOL DISTRICT,62133.5
NORTH COLONIE CENTRAL SCHOOL DISTRICT,70709.14285714286
NORTH GREENBUSH COMMON SCHOOL DISTRICT (WILLIAMS),71087.66666666667
NORTH MERRICK UNION FREE SCHOOL DISTRICT,108847.66666666667
NORTH ROSE-WOLCOTT CENTRAL SCHOOL DISTRICT,56033.22222222222
NORTH SALEM CENTRAL SCHOOL DISTRICT,122803.6
NORTH SHORE CENTRAL SCHOOL DISTRICT,127171.83333333333
NORTH SYRACUSE CENTRAL SCHOOL DISTRICT,69545.27272727272
NORTH TONAWANDA CITY SCHOOL DISTRICT,69119.0
NORTH WARREN CENTRAL SCHOOL DISTRICT,61106.25
NORTHEAST CENTRAL SCHOOL DISTRICT,73045.16666666667
NORTHEASTERN CLINTON CENTRAL SCHOOL DISTRICT,56574.25
NORTHERN ADIRONDACK CENTRAL SCHOOL DISTRICT,56522.166666666664
NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT,131766.0
NORTHVILLE CENTRAL SCHOOL DISTRICT,59445.5
NORWICH CITY SCHOOL DISTRICT,53188.375
NORWOOD-NORFOLK CENTRAL SCHOOL DISTRICT,54853.25
NYACK UNION FREE SCHOOL DISTRICT,124980.66666666667
NYCGEOGDIST#1-MANHATTAN,77936.0
NYCGEOGDIST#10-BRONX,47554.0
NYCGEOGDIST#11-BRONX,59079.6
NYCGEOGDIST#12-BRONX,36342.333333333336
NYCGEOGDIST#13-BROOKLYN,100631.6
NYCGEOGDIST#14-BROOKLYN,70139.6
NYCGEOGDIST#15-BROOKLYN,95562.125
NYCGEOGDIST#16-BROOKLYN,54048.0
NYCGEOGDIST#17-BROOKLYN,62593.0
NYCGEOGDIST#18-BROOKLYN,53702.333333333336
NYCGEOGDIST#19-BROOKLYN,39264.333333333336
NYCGEOGDIST#2-MANHATTAN,127275.96153846153
NYCGEOGDIST#20-BROOKLYN,63385.71428571428
NYCGEOGDIST#21-BROOKLYN,53230.833333333336
NYCGEOGDIST#22-BROOKLYN,67778.14285714286
NYCGEOGDIST#23-BROOKLYN,38831.5
NYCGEOGDIST#24-QUEENS,73961.0
NYCGEOGDIST#25-QUEENS,67681.3
NYCGEOGDIST#26-QUEENS,89223.33333333333
NYCGEOGDIST#27-QUEENS,74852.76923076923
NYCGEOGDIST#28-QUEENS,72971.66666666667
NYCGEOGDIST#29-QUEENS,80180.09090909091
NYCGEOGDIST#3-MANHATTAN,104303.66666666667
NYCGEOGDIST#30-QUEENS,72604.27272727272
NYCGEOGDIST#31-STATENISLAND,86134.58333333333
NYCGEOGDIST#32-BROOKLYN,52066.0
NYCGEOGDIST#4-MANHATTAN,31104.5
NYCGEOGDIST#5-MANHATTAN,50067.0
NYCGEOGDIST#6-MANHATTAN,55738.5
NYCGEOGDIST#7-BRONX,36670.8
NYCGEOGDIST#8-BRONX,44250.0
NYCGEOGDIST#9-BRONX,32099.75
OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT,60528.5
OCEANSIDE UNION FREE SCHOOL DISTRICT,115829.33333333333
ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT,57681.666666666664
OGDENSBURG CITY SCHOOL DISTRICT,53915.0
OLEAN CITY SCHOOL DISTRICT,47782.0
ONEIDA CITY SCHOOL DISTRICT,63358.375
ONEONTA CITY SCHOOL DISTRICT,53729.0
ONONDAGA CENTRAL SCHOOL DISTRICT,71562.83333333333
ONTEORA CENTRAL SCHOOL DISTRICT,68467.15
OPPENHEIM-EPHRATAH-ST. JOHNSVILLE CENTRAL SCHOOL DISTRICT,51495.4
ORCHARD PARK CENTRAL SCHOOL DISTRICT,73334.75
ORISKANY CENTRAL SCHOOL DISTRICT,69966.75
OSSINING UNION FREE SCHOOL DISTRICT,127406.33333333333
OSWEGO CITY SCHOOL DISTRICT,58733.333333333336
OTEGO-UNADILLA CENTRAL SCHOOL DISTRICT,57785.5
OWEGO-APALACHIN CENTRAL SCHOOL DISTRICT,64451.57142857143
OXFORD ACADEMY AND CENTRAL SCHOOL DISTRICT,52366.4
OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT,127665.66666666667
OYSTERPONDS UNION FREE SCHOOL DISTRICT,79892.5
PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT,75147.0
PANAMA CENTRAL SCHOOL DISTRICT,56309.75
PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT,52445.833333333336
PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,104073.75
PAVILION CENTRAL SCHOOL DISTRICT,63204.1
PAWLING CENTRAL SCHOOL DISTRICT,106711.66666666667
PEARL RIVER UNION FREE SCHOOL DISTRICT,133580.0
PEEKSKILL CITY SCHOOL DISTRICT,98254.5
PELHAM UNION FREE SCHOOL DISTRICT,107724.66666666667
PEMBROKE CENTRAL SCHOOL DISTRICT,64466.6
PENFIELD CENTRAL SCHOOL DISTRICT,76003.14285714286
PENN YAN CENTRAL SCHOOL DISTRICT,56688.57142857143
PERRY CENTRAL SCHOOL DISTRICT,58877.444444444445
PERU CENTRAL SCHOOL DISTRICT,64691.142857142855
PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL DISTRICT,61560.666666666664
PHOENIX CENTRAL SCHOOL DISTRICT,70405.66666666667
PINE BUSH CENTRAL SCHOOL DISTRICT,91832.3
PINE PLAINS CENTRAL SCHOOL DISTRICT,77546.2
PINE VALLEY CENTRAL SCHOOL DISTRICT (SOUTH DAYTON),52078.75
PISECO COMMON SCHOOL DISTRICT,61878.5
PITTSFORD CENTRAL SCHOOL DISTRICT,90935.42857142857
PLAINEDGE UNION FREE SCHOOL DISTRICT,125001.0
PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT,150691.0
PLATTSBURGH CITY SCHOOL DISTRICT,63237.0
PLEASANTVILLE UNION FREE SCHOOL DISTRICT,156774.0
POCANTICO HILLS CENTRAL SCHOOL DISTRICT,126171.83333333333
POLAND CENTRAL SCHOOL DISTRICT,66199.25
PORT BYRON CENTRAL SCHOOL DISTRICT,58286.57142857143
PORT CHESTER-RYE UNION FREE SCHOOL DISTRICT,147261.5
PORT JEFFERSON UNION FREE SCHOOL DISTRICT,133935.33333333334
PORT JERVIS CITY SCHOOL DISTRICT,71534.5
PORT WASHINGTON UNION FREE SCHOOL DISTRICT,131163.0
PORTVILLE CENTRAL SCHOOL DISTRICT,49672.6
POTSDAM CENTRAL SCHOOL DISTRICT,61014.0
POUGHKEEPSIE CITY SCHOOL DISTRICT,68081.0
PRATTSBURGH CENTRAL SCHOOL DISTRICT,49466.166666666664
PULASKI CENTRAL SCHOOL DISTRICT,57120.5
PUTNAM CENTRAL SCHOOL DISTRICT,68670.0
PUTNAM VALLEY CENTRAL SCHOOL DISTRICT,117689.0
QUEENSBURY UNION FREE SCHOOL DISTRICT,62680.75
QUOGUE UNION FREE SCHOOL DISTRICT,104077.66666666667
RANDOLPH CENTRAL SCHOOL DISTRICT,47460.375
RAQUETTE LAKE UNION FREE SCHOOL DISTRICT,52795.5
RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,78473.91666666667
RED CREEK CENTRAL SCHOOL DISTRICT,54821.5
RED HOOK CENTRAL SCHOOL DISTRICT,86355.875
REMSEN CENTRAL SCHOOL DISTRICT,71187.4
REMSENBURG-SPEONK UNION FREE SCHOOL DISTRICT,106765.33333333333
RENSSELAER CITY SCHOOL DISTRICT,77000.0
RHINEBECK CENTRAL SCHOOL DISTRICT,89250.5
RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,57788.71428571428
RIPLEY CENTRAL SCHOOL DISTRICT,43987.0
RIVERHEAD CENTRAL SCHOOL DISTRICT,82145.0
ROCHESTER CITY SCHOOL DISTRICT,53004.42857142857
ROCKVILLE CENTRE UNION FREE SCHOOL DISTRICT,107137.0
ROCKY POINT UNION FREE SCHOOL DISTRICT,119852.75
ROME CITY SCHOOL DISTRICT,64102.125
ROMULUS CENTRAL SCHOOL DISTRICT,55966.8
RONDOUT VALLEY CENTRAL SCHOOL DISTRICT,71359.30769230769
ROOSEVELT UNION FREE SCHOOL DISTRICT,112783.25
ROSCOE CENTRAL SCHOOL DISTRICT,55007.25
ROSLYN UNION FREE SCHOOL DISTRICT,165746.0
ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT,63371.0
ROXBURY CENTRAL SCHOOL DISTRICT,60713.0
ROYALTON-HARTLAND CENTRAL SCHOOL DISTRICT,68789.0
RUSH-HENRIETTA CENTRAL SCHOOL DISTRICT,85732.0
RYE CITY SCHOOL DISTRICT,140148.33333333334
RYE NECK UNION FREE SCHOOL DISTRICT,146139.0
SACHEM CENTRAL SCHOOL DISTRICT,108960.84615384616
SACKETS HARBOR CENTRAL SCHOOL DISTRICT,62790.8
SAG HARBOR UNION FREE SCHOOL DISTRICT,98489.0
SAGAPONACK COMMON SCHOOL DISTRICT,90326.0
SALAMANCA CITY SCHOOL DISTRICT,45555.166666666664
SALEM CENTRAL SCHOOL DISTRICT,66846.83333333333
SALMON RIVER CENTRAL SCHOOL DISTRICT,48057.555555555555
SANDY CREEK CENTRAL SCHOOL DISTRICT,57632.444444444445
SARANAC CENTRAL SCHOOL DISTRICT,62700.28571428572
SARANAC LAKE CENTRAL SCHOOL DISTRICT,63221.083333333336
SARATOGA SPRINGS CITY SCHOOL DISTRICT,84608.25
SAUGERTIES CENTRAL SCHOOL DISTRICT,57250.5
SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT,67379.875
SAYVILLE UNION FREE SCHOOL DISTRICT,116648.0
SCARSDALE UNION FREE SCHOOL DISTRICT,151912.0
SCHALMONT CENTRAL SCHOOL DISTRICT,77453.125
SCHENECTADY CITY SCHOOL DISTRICT,59576.0
SCHENEVUS CENTRAL SCHOOL DISTRICT,60163.833333333336
SCHODACK CENTRAL SCHOOL DISTRICT,91121.25
SCHOHARIE CENTRAL SCHOOL DISTRICT,66572.625
SCHROON LAKE CENTRAL SCHOOL DISTRICT,63459.4
SCHUYLERVILLE CENTRAL SCHOOL DISTRICT,74302.57142857143
SCIO CENTRAL SCHOOL DISTRICT,47109.666666666664
SCOTIA-GLENVILLE CENTRAL SCHOOL DISTRICT,63474.5
SEAFORD UNION FREE SCHOOL DISTRICT,137155.0
SENECA FALLS CENTRAL SCHOOL DISTRICT,53409.0
SEWANHAKA CENTRAL HIGH SCHOOL DISTRICT,127316.85714285714
SHARON SPRINGS CENTRAL SCHOOL DISTRICT,55067.4
SHELTER ISLAND UNION FREE SCHOOL DISTRICT,98213.0
SHENENDEHOWA CENTRAL SCHOOL DISTRICT,89906.0
SHERBURNE-EARLVILLE CENTRAL SCHOOL DISTRICT,52390.4
SHERMAN CENTRAL SCHOOL DISTRICT,55302.8
SHERRILL CITY SCHOOL DISTRICT,66556.11111111111
SHOREHAM-WADING RIVER CENTRAL SCHOOL DISTRICT,107032.25
SIDNEY CENTRAL SCHOOL DISTRICT,49572.857142857145
SILVER CREEK CENTRAL SCHOOL DISTRICT,49337.0
SKANEATELES CENTRAL SCHOOL DISTRICT,72358.33333333333
SMITHTOWN CENTRAL SCHOOL DISTRICT,122502.71428571429
SODUS CENTRAL SCHOOL DISTRICT,58886.42857142857
SOLVAY UNION FREE SCHOOL DISTRICT,58748.0
SOMERS CENTRAL SCHOOL DISTRICT,140010.16666666666
SOUTH COLONIE CENTRAL SCHOOL DISTRICT,79064.14285714286
SOUTH COUNTRY CENTRAL SCHOOL DISTRICT,91574.83333333333
SOUTH GLENS FALLS CENTRAL SCHOOL DISTRICT,72290.66666666667
SOUTH HUNTINGTON UNION FREE SCHOOL DISTRICT,126591.0
SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT,62194.0
SOUTH KORTRIGHT CENTRAL SCHOOL DISTRICT,59543.142857142855
SOUTH LEWIS CENTRAL SCHOOL DISTRICT,57142.666666666664
SOUTH ORANGETOWN CENTRAL SCHOOL DISTRICT,122988.0
SOUTH SENECA CENTRAL SCHOOL DISTRICT,60471.5
SOUTHAMPTON UNION FREE SCHOOL DISTRICT,126957.25
SOUTHERN CAYUGA CENTRAL SCHOOL DISTRICT,70813.77777777778
SOUTHOLD UNION FREE SCHOOL DISTRICT,97076.0
SOUTHWESTERN CENTRAL SCHOOL DISTRICT AT JAMESTOWN,52045.2
SPACKENKILL UNION FREE SCHOOL DISTRICT,68081.0
SPENCER-VAN ETTEN CENTRAL SCHOOL DISTRICT,57482.90909090909
SPENCERPORT CENTRAL SCHOOL DISTRICT,70703.0
SPRINGS UNION FREE SCHOOL DISTRICT,109375.0
SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL,64133.333333333336
ST. REGIS FALLS CENTRAL SCHOOL DISTRICT,58601.28571428572
STAMFORD CENTRAL SCHOOL DISTRICT,53572.125
STARPOINT CENTRAL SCHOOL DISTRICT,69500.0
STILLWATER CENTRAL SCHOOL DISTRICT,82021.4
STOCKBRIDGE VALLEY CENTRAL SCHOOL DISTRICT,55979.5
SUFFERN CENTRAL SCHOOL DISTRICT,91666.0
SULLIVAN WEST CENTRAL SCHOOL DISTRICT,63396.9375
SUSQUEHANNA VALLEY CENTRAL SCHOOL DISTRICT,54191.25
SWEET HOME CENTRAL SCHOOL DISTRICT,74452.6
SYOSSET CENTRAL SCHOOL DISTRICT,151591.5
SYRACUSE CITY SCHOOL DISTRICT,49428.5
TACONIC HILLS CENTRAL SCHOOL DISTRICT,71588.83333333333
THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT,57228.555555555555
THREE VILLAGE CENTRAL SCHOOL DISTRICT,124953.42857142857
TICONDEROGA CENTRAL SCHOOL DISTRICT,80308.25
TIOGA CENTRAL SCHOOL DISTRICT,59570.142857142855
TONAWANDA CITY SCHOOL DISTRICT,58954.0
TOWN OF WEBB UNION FREE SCHOOL DISTRICT,65457.2
TRI-VALLEY CENTRAL SCHOOL DISTRICT,58629.6
TROY CITY SCHOOL DISTRICT,57325.0
TRUMANSBURG CENTRAL SCHOOL DISTRICT,56880.2
TUCKAHOE COMMON SCHOOL DISTRICT,105669.5
TUCKAHOE UNION FREE SCHOOL DISTRICT,110517.75
TULLY CENTRAL SCHOOL DISTRICT,72185.5
TUPPER LAKE CENTRAL SCHOOL DISTRICT,55435.5
TUXEDO UNION FREE SCHOOL DISTRICT,103987.0
UNADILLA VALLEY CENTRAL SCHOOL DISTRICT,53665.142857142855
UNION FREE SCHOOL DISTRICT OF THE TARRYTOWNS,137746.0
UNION SPRINGS CENTRAL SCHOOL DISTRICT,66015.16666666667
UNION-ENDICOTT CENTRAL SCHOOL DISTRICT,57793.5
UNIONDALE UNION FREE SCHOOL DISTRICT,111490.66666666667
UTICA CITY SCHOOL DISTRICT,55937.333333333336
VALHALLA UNION FREE SCHOOL DISTRICT,106481.0
VALLEY CENTRAL SCHOOL DISTRICT (MONTGOMERY),91179.375
VALLEY STREAM CENTRAL HIGH SCHOOL DISTRICT,119894.28571428571
VALLEY STREAM UNION FREE SCHOOL DISTRICT 13,118968.6
VALLEY STREAM UNION FREE SCHOOL DISTRICT 24,120936.33333333333
VALLEY STREAM UNION FREE SCHOOL DISTRICT 30,122410.5
VAN HORNESVILLE-OWEN D. YOUNG CENTRAL SCHOOL DISTRICT,54052.0
VESTAL CENTRAL SCHOOL DISTRICT,65047.666666666664
VICTOR CENTRAL SCHOOL DISTRICT,82661.28571428571
VOORHEESVILLE CENTRAL SCHOOL DISTRICT,96354.5
WAINSCOTT COMMON SCHOOL DISTRICT,106326.0
WALLKILL CENTRAL SCHOOL DISTRICT,77384.90909090909
WALTON CENTRAL SCHOOL DISTRICT,54078.0
WANTAGH UNION FREE SCHOOL DISTRICT,143313.0
WAPPINGERS CENTRAL SCHOOL DISTRICT,90151.125
WARRENSBURG CENTRAL SCHOOL DISTRICT,64830.375
WARSAW CENTRAL SCHOOL DISTRICT,59166.57142857143
WARWICK VALLEY CENTRAL SCHOOL DISTRICT,101545.5
WASHINGTONVILLE CENTRAL SCHOOL DISTRICT,104425.22222222222
WATERFORD-HALFMOON UNION FREE SCHOOL DISTRICT,70068.0
WATERLOO CENTRAL SCHOOL DISTRICT,54392.666666666664
WATERTOWN CITY SCHOOL DISTRICT,53675.666666666664
WATERVILLE CENTRAL SCHOOL DISTRICT,69413.42857142857
WATERVLIET CITY SCHOOL DISTRICT,52722.0
WATKINS GLEN CENTRAL SCHOOL DISTRICT,59327.555555555555
WAVERLY CENTRAL SCHOOL DISTRICT,54707.5
WAYLAND-COHOCTON CENTRAL SCHOOL DISTRICT,56342.6
WAYNE CENTRAL SCHOOL DISTRICT,80629.66666666667
WEBSTER CENTRAL SCHOOL DISTRICT,75512.0
WEEDSPORT CENTRAL SCHOOL DISTRICT,57784.0
WELLS CENTRAL SCHOOL DISTRICT,61267.0
WELLSVILLE CENTRAL SCHOOL DISTRICT,54473.6
WEST BABYLON UNION FREE SCHOOL DISTRICT,108718.33333333333
WEST CANADA VALLEY CENTRAL SCHOOL DISTRICT,58483.0
WEST GENESEE CENTRAL SCHOOL DISTRICT,76938.0
WEST HEMPSTEAD UNION FREE SCHOOL DISTRICT,110161.0
WEST IRONDEQUOIT CENTRAL SCHOOL DISTRICT,51638.0
WEST ISLIP UNION FREE SCHOOL DISTRICT,116003.0
WEST SENECA CENTRAL SCHOOL DISTRICT,59280.0
WEST VALLEY CENTRAL SCHOOL DISTRICT,58744.166666666664
WESTBURY UNION FREE SCHOOL DISTRICT,152112.0
WESTFIELD CENTRAL SCHOOL DISTRICT,49503.333333333336
WESTHAMPTON BEACH UNION FREE SCHOOL DISTRICT,113387.33333333333
WESTHILL CENTRAL SCHOOL DISTRICT,66212.5
WESTMORELAND CENTRAL SCHOOL DISTRICT,65308.857142857145
WHEATLAND-CHILI CENTRAL SCHOOL DISTRICT,67558.0
WHEELERVILLE UNION FREE SCHOOL DISTRICT,49780.333333333336
WHITE PLAINS CITY SCHOOL DISTRICT,106715.33333333333
WHITEHALL CENTRAL SCHOOL DISTRICT,64743.75
WHITESBORO CENTRAL SCHOOL DISTRICT,65544.625
WHITESVILLE CENTRAL SCHOOL DISTRICT,45024.666666666664
WHITNEY POINT CENTRAL SCHOOL DISTRICT,55161.857142857145
WILLIAM FLOYD UNION FREE SCHOOL DISTRICT,93855.66666666667
WILLIAMSON CENTRAL SCHOOL DISTRICT,71056.0
WILLIAMSVILLE CENTRAL SCHOOL DISTRICT,89129.33333333333
WILLSBORO CENTRAL SCHOOL DISTRICT,60185.2
WILSON CENTRAL SCHOOL DISTRICT,63643.666666666664
WINDHAM-ASHLAND-JEWETT CENTRAL SCHOOL DISTRICT,53107.0
WINDSOR CENTRAL SCHOOL DISTRICT,55349.8
WORCESTER CENTRAL SCHOOL DISTRICT,54057.5
WYANDANCH UNION FREE SCHOOL DISTRICT,98069.0
WYNANTSKILL UNION FREE SCHOOL DISTRICT,68131.5
WYOMING CENTRAL SCHOOL DISTRICT,62790.5
YONKERS CITY SCHOOL DISTRICT,94866.44444444444
YORK CENTRAL SCHOOL DISTRICT,61273.5
YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT,58648.46666666667
YORKTOWN CENTRAL SCHOOL DISTRICT,115881.16666666667
